,City name,Reporting year (CDP),Year of emission,Total emissions (CDP) [tCO2-eq],CO2 emissions per capita (PKU) [tCO2/capita],City location (CDP) [degrees],Country,Population (CDP),Population year (CDP),City area (CDP) [km2],Built-up area (PKU) [km2],Average altitude [m],Average annual temperature (CDP) [degrees Celsius],Income per capita (PKU) [RMB/capita],Total final consumption per capita (GEA) [GJ/capita/yr],Household size (GEA+) [people/household],Mean one-way travel time (others) [minutes],Mean one-way travel time year (others),Diesel price 2014 (others) [USD/liter],Gasoline price 2014 (others) [USD/liter],Low BUA - 1990 (UEX) [km2],Low BUA - 2000 (UEX) [km2],Low BUA - 2014 (UEX) [km2],High BUA - 1990 (UEX) [km2],High BUA - 2000 (UEX) [km2],High BUA - 2014 (UEX) [km2],Low BUA % - 1990 (UEX) [percent],Low BUA % - 2000 (UEX) [percent],Low BUA % - 2014 (UEX) [percent],High BUA % - 1990 (UEX) [percent],High BUA % - 2000 (UEX) [percent],High BUA % - 2014 (UEX) [percent],Low BUA population density - 1990 (UEX) [people/km2],High BUA population density - 1990 (UEX) [people/km2],Low BUA population density - 2000 (UEX) [people/km2],High BUA population density - 2000 (UEX) [people/km2],Low BUA population density - 2014 (UEX) [people/km2],High BUA population density - 2014 (UEX) [people/km2],Exports (others) [m3],Production (others) [m3],Natgas Export/Production ratio (others),CH4_waste/capita (others) [tCH4/capita],CH4_waste+natgas/capita (others) [tCH4/capita],Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita],Population density [people/km2],GDP (USD)
138,Izmir,2016,2015,,,"(38.418420000000005, 27.14283)",Turkey,4113072,2014,7340,,,,,,,,,1.9,2.06,125.125,137.875,152.6875,236.3125,275.4375,303.375,0.3461871,0.333585362,0.334795121,0.6538129,0.666414638,0.665204879,748.6098573,7477.835983,675.2560349,9417.829656,857.6393708,9584.946734,,,,,,,560.3640327,80061000000
139,Jaipur,2016,2010,,,"(26.926, 75.8235)",India,3073350,2011,484.64,,,,,,,,,0.91,1.1,89.625,118.4375,168.6875,110.125,191.1875,274.875,0.448685857,0.382519176,0.380301536,0.551314143,0.617480824,0.619698464,2407.040821,10195.94978,2218.155828,14653.31406,1745.624377,14299.89819,,,,,,,6341.511225,24000000000
140,Jakarta,2016,2014,27780000,,"(-6.2087634, 106.845599)",Indonesia,10075300,2015,662,,,29,,,4.5,42.1,,0.8,0.93,2525.75,2570.25,2524.25,4373.3125,4743.4375,5219.6875,0.366100467,0.35143011,0.325964666,0.633899533,0.64856989,0.674035334,838.8599596,4973.635549,625.8261784,5566.388997,711.2803741,7188.057938,31780000000,75000000000,0.42,0.010909801,0.01672378,0.014260203,15219.4864,3.21315E+11
141,Jerusalem,2016,2007,,,"(31.7833, 35.2167)",Israel,890428,2013,125.156,,,,,,,,,2.08,1.88,154.3125,174.4375,183.5,144.5,176.375,193.25,0.516419159,0.497238553,0.487060385,0.483580841,0.502761447,0.512939615,1059.137061,7866.947328,788.7020022,7131.681346,964.9237983,8769.554229,,,,,,,7114.545048,34515477858
142,Jiamusi,2016,2010,,0.36530562,"(46.8, 130.31666666700002)",China,881711,,882.5,57.1,,,33718,,,,,1.09,1.17,69.5,80.375,85,128.1875,140.9375,151.6875,0.35156497,0.363174245,0.359123317,0.64843503,0.636825755,0.640876683,271.478385,2306.036514,745.4686815,4788.340923,773.6570543,4851.93858,,,,,,,999.105949,3851882744
143,Jiaozhuo,2016,2010,,0.491948019,"(35.2430555556, 113.223055556)",China,865413,,413.8,121.7,,,29761.86,,,,,1.09,1.17,210.625,229.4375,253.5625,218.8125,247.625,334.5625,0.490467181,0.480938032,0.431137088,0.509532819,0.519061968,0.568862912,893.9627191,7523.61282,1007.025017,5856.584002,729.5320664,4926.702477,,,,,,,2091.379894,3792790991
144,Jilin,2016,2010,,0.944832,"(43.8666666667, 126.55)",China,4330000,,3663.9,180.3,,,35685.57,87.49164662,3.29,,,1.09,1.17,110.9375,120.125,127.625,210,221.625,234.6875,0.345666991,0.351499634,0.352251164,0.654333009,0.648500366,0.647748836,912.110169,7489.038313,477.2533438,7440.25377,399.3018091,6690.569456,,,,,,,1181.800813,15401230221
145,"Jinan, Shandong",2016,2010,,1.76,"(36.6666666667, 116.98333333299999)",China,6033500,,8177,626.6,,,41025.84,80.13186154,3.12,,,1.09,1.17,157.25,216.5625,260.25,232.9375,297.625,340.6875,0.403011373,0.421174183,0.433073323,0.596988627,0.578825817,0.566926677,1154.167195,10279.50968,1707.035056,9818.916783,1567.617553,10558.87611,,,,,,,737.8622967,44508954646
146,Jingzhou,2016,2010,,0.322290158,"(30.3333333333, 112.21666666700001)",China,1154086,,1562.2,71.7,,,26507.64,,,,,1.09,1.17,67.9375,90.5625,107.1875,56.375,69.9375,105.25,0.546505782,0.564252336,0.504560165,0.453494218,0.435747664,0.495439835,2433.376638,13964.42268,1623.977607,14048.99465,929.5344862,8162.466046,,,,,,,738.7568813,4474848406
147,Jinzhou,2016,2010,,0.613918949,"(41.1166666667, 121.133333333)",China,1091799,,535,120.5,,,33390.31,,,,,1.09,1.17,85.5,98.625,115.9375,125.3125,149.25,182.75,0.405573673,0.397881997,0.388156518,0.594426327,0.602118003,0.611843482,471.8405191,5546.141044,767.4878576,6577.461437,534.1031277,5457.569222,,,,,,,2040.745794,6604222191
148,Jixi,2016,2010,,0.38921601,"(45.3, 130.966666667)",China,862959,,2208.5,64.5,,,31266.77,,,,,1.09,1.17,53.75,55.6875,58.8125,71.4375,76.8125,83.3125,0.429355966,0.420283019,0.413808267,0.570644034,0.579716981,0.586191733,703.4119592,7722.265173,736.5456207,6566.160247,553.6641985,5619.47339,,,,,,,390.7443966,2459133314
149,Johannesburg,2016,2014,24716713,,"(-26.2041028, 28.0473051)",South Africa,4764381,2015,1645,,1645,20,,37,3.37,45.66,2014-2017,1.17,1.19,2306.4375,2293.5625,2297.5625,3866.3125,4331,4991.1875,0.373648293,0.346220977,0.315220374,0.626351707,0.653779023,0.684779626,289.4502391,2734.978913,132.4354228,1891.318631,73.57998827,2511.004591,0,1,0,0.012230678,0.013961338,0.013961338,2896.280243,82918000000
150,Kadiovacik,2016,2015,443.79,,"(38.3434574, 26.553613)",Turkey,216,2016,5947,,327,19,,,,,,1.9,2.06,,,,,,,,,,,,,,,,,,,31000000,632000000,0.05,0.025591041,0.029641787,0.029443096,0.036320834,2927.400468
151,Kaifeng,2016,2010,,0.53202776,"(34.8, 114.3)",China,826961,,546.4,74.9,,,24873.49,,,,,1.09,1.17,60.1875,74.6875,83.625,77.625,87.875,110,0.436734694,0.459438677,0.431891543,0.563265306,0.540561323,0.568108457,900.469243,6378.033476,1750.220538,9435.680332,1182.219733,7806.268103,,,,,,,1513.471816,3270378752
152,Kaohsiung,2016,2014,58755764.13,,"(22.629705, 120.343804)",Taiwan,2778729,2015,2947,,50,25.1,,,2.65,,,0.98,0.98,277.4375,283.1875,293.3125,347.0625,371.625,384.375,0.444255404,0.432471127,0.432813797,0.555744596,0.567528873,0.567186203,357.206224,2192.950379,732.8681156,7341.530942,674.5609096,7123.096051,0,1,0,0.012921381,0.014924653,0.014924653,942.9009162,1.13647E+11
153,Khelang Nakhon,2016,2015,,,"(18.2919, 99.5047)",Thailand,60129,2017,17.5,,,,,,,,,0.9,1.29,,,,,,,,,,,,,,,,,,,,,,,,,3435.942857,2377.508293
154,Knoxville,2016,2012,3999874,,"(35.9606, -83.9207)",USA,184281,2014,255.2,,269,15.2,,,2.14,19.7,(2011-2015) ,0.97,0.86,188.6875,185.875,178.8125,211.5625,243.4375,276.625,0.47142411,0.432959674,0.392616989,0.52857589,0.567040326,0.607383011,343.4094039,951.1602523,361.0300468,918.5230568,360.2797287,1018.154305,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,722.104232,38347000000
155,Kota,2016,2010,,,"(25.18, 75.83)",India,1001365,2011,527,,,,,,,,,0.91,1.1,58.1875,67.25,80.6875,75.875,88.6875,105.5625,0.434032634,0.431262525,0.433221477,0.565967366,0.568737475,0.566778523,489.0191705,5611.589799,1139.974864,9518.939749,1114.258461,10276.6387,,,,,,,1900.12334,1964838089
156,Kunming,2016,2010,,0.610821813,"(25.0666666667, 102.683333333)",China,5143000,,4615,381.1,,,42441.39,67.05599422,3.79,,,1.09,1.17,181,204.6875,233.75,277.75,296.125,337.0625,0.394550409,0.408710845,0.409503996,0.605449591,0.591289155,0.590496004,1152.95893,8718.324791,1071.142381,9830.286863,936.0345101,9992.15334,,,,,,,1114.409534,23288009315
157,Kyoto,2016,2011,,,"(35.011635999999996, 135.768029)",Japan,1470742,2013,827.9,,179.7,,,72.50038095,2.09,28.6,,1.1,1.38,,,,,,,,,,,,,,,,,,,,,,,,,1776.473004,57663207764
158,La Paz,2016,2012,1426533.8,,"(-16.5, -68.15)",Bolivia,789541,2015,2010,,3200,13,,,3.66,,,0.54,0.7,124.875,125.625,135.375,133.875,155.875,180.75,0.482608696,0.446269982,0.428232503,0.517391304,0.553730018,0.571767497,133.9899738,1220.242878,915.084681,8198.321677,959.5754122,8358.121162,17860000000,48970000000,0.36,0.006768195,0.054213196,0.036909383,392.8064677,
159,Lagos,2016,2014,29426266,,"(6.524379, 3.379206)",Nigeria,21000000,2016,3577,,34,30,,,,,,0.84,0.56,390,385.1875,414.6875,908.3125,1212.8125,1462.1875,0.300389929,0.241043492,0.220945721,0.699610071,0.758956508,0.779054279,1889.517113,3327.331139,340.4031984,6779.264149,402.8552785,8409.402883,25000000000,31360000000,0.8,0.004447902,0.0128908,0.006160173,5870.841487,35000000000
160,Lahti,2017,2015,874807,,"(60.9833, 25.65)",Finland,119452,2016,517,,119,4,,,1.9,19,2011,1.78,1.89,23.25,24.8125,26.5625,10.625,11.8125,12.9375,0.686346863,0.677474403,0.672468354,0.313653137,0.322525597,0.327531646,720.4618778,5227.637754,841.8763166,6216.780007,807.2184373,6415.375027,0,1,0,0.052871413,0.054185388,0.054185388,231.0483559,6723270000
161,"Lake Forest, IL",2016,2007,402364,,"(42.258634, -87.840625)",USA,19375,2010,45,,205,8.8,,,2.67,29.9,(2011-2015) ,0.97,0.86,,,,,,,,,,,,,,,,,,,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,430.5555556,
162,Lakewood,2016,2007,1727860,,"(39.7047, -105.0814)",USA,149643,2014,114,,1638,10.8,,,2.3,25.8,(2011-2015) ,0.97,0.86,,,,,,,,,,,,,,,,,,,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,1312.657895,
163,Lampang,2016,2013,,,"(18.315, 99.5027)",Thailand,58074,2010,22.17,,,,,,,,,0.9,1.29,49.9375,52,54.1875,33.0625,36.875,39.125,0.601656627,0.585091421,0.58070998,0.398343373,0.414908579,0.41929002,361.0979517,2481.667662,820.4582358,5203.554308,680.8030451,4292.606289,,,,,,,2619.485792,2708.63
164,"Lancaster, PA",2017,2016,578625,,"(40.037875, -76.305514)",USA,60000,2016,7.3,,112,11.5,,,2.59,20.7,(2011-2015) ,0.97,0.86,196.1875,193.3125,181.0625,167.5,205.5625,249.9375,0.539439766,0.484644312,0.420098608,0.460560234,0.515355688,0.579901392,198.4267449,2266.704741,134.2475763,1041.683819,96.05384145,1032.84385,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,8219.178082,24125000000
165,Lanzhou,2016,2010,,0.960298555,"(36.0333333333, 103.8)",China,3136400,,13300,183.3,,,35041.18,65.42283988,3.97,,,1.09,1.17,61.125,65.0625,71.5625,183,185.5,192.1875,0.250384025,0.259665752,0.271327014,0.749615975,0.740334248,0.728672986,694.7718322,6482.335527,3150.027013,10373.32764,2963.185523,12160.78339,,,,,,,235.8195489,13191952645
166,Las Vegas,2016,2014,29657130,,"(36.1699412, -115.1398296)",USA,621970,2016,136,,664,21,,,2.77,25.3,(2011-2015) ,0.97,0.86,214.6875,209.1875,223.5,667.875,720.0625,817.5625,0.243254727,0.22511434,0.214684517,0.756745273,0.77488566,0.785315483,190.5054016,1016.72487,533.6926028,1582.314523,480.7803034,2591.630221,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,4573.308824,93858000000
167,Lausanne,2016,2013,499573,,"(46.5198, 6.6335)",Switzerland,140000,2015,55,,500,12,,,2,36.8,2014,1.79,1.74,41.25,43.5625,43.5625,71.8125,72.8125,75,0.364842454,0.374328679,0.367422246,0.635157546,0.625671321,0.632577754,288.8728562,3112.47073,300.3456238,3415.121113,351.4725384,4019.62165,0,1,0,0.003827623,0.007949217,0.007949217,2545.454545,
168,Leicester,2016,2013,1719600,,"(52.6333, -1.1333)",United Kingdom,333812,2013,73,,60,9.9,,87.13512837,2.68,41.8,2008,1.99,1.92,50,57.9375,71.9375,120.25,123.8125,132.75,0.293685756,0.318775791,0.351450382,0.706314244,0.681224209,0.648549618,443.6126033,3562.497634,586.1328263,3920.390721,591.8835418,4273.816059,10550000000,40990000000,0.26,0.018136258,0.026046307,0.02401042,4572.767123,21032970000
169,León de los Aldamas,2016,2012,,,"(21.13, -101.69)",Mexico,1436733,2010,1219.67,,,,,,,,,1.02,1.03,74.0625,85.4375,94.8125,84.875,120.1875,166.125,0.465985057,0.41550152,0.363353293,0.534014943,0.58449848,0.636646707,1316.965033,12254.72074,1718.252585,8493.550561,620.4548899,9353.42398,,,,,,,1177.968631,1766
170,Liaoyang,2016,2010,,0.562260826,"(41.2666666667, 123.183333333)",China,527850,,210,81.2,,,34104.15,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,2513.571429,5691306036
171,Lima,2016,2012,27810839,,"(-12.046374, -77.042793)",Peru,8755262,2014,2672,,154,18,,,,47.86,2014-2017,1.17,1.46,379.25,388.3125,381.4375,845.625,850,902.875,0.309623431,0.313581992,0.296997421,0.690376569,0.686418008,0.703002579,486.5675352,3408.010692,1165.662014,8096.378844,1508.433321,10249.31533,0,1,0,0.005600728,0.009997594,0.009997594,3276.66991,1.76447E+11
172,Linyi,2016,2010,,1.2654,"(35.05, 118.35)",China,2303648,,2293.3,345.5,,,35454.96,,,,,1.09,1.17,358.9375,397.75,459.1875,322.75,448.5,765,0.526542587,0.470014771,0.375095727,0.473457413,0.529985229,0.624904273,1049.925865,5852.554761,634.5892996,5004.974505,375.0186708,3027.888971,,,,,,,1004.512275,13620005448
173,Lisbon,2016,2014,1934361,,"(38.7222524, -9.1393366)",Portugal,547773,2011,85,,50,17.3,,48.65,1.69,39.32,2011,1.64,1.89,238.125,240.5,252.3125,374.3125,443.8125,472.4375,0.388815185,0.351447621,0.348137289,0.611184815,0.648552379,0.651862711,193.3618865,2512.487813,325.7743583,4662.051315,260.73767,4563.298718,0,1,0,0.031127579,0.036136885,0.036136885,6444.388235,96282000000
174,Liuzhou,2016,2010,,0.486007417,"(24.3166666667, 109.383333333)",China,1436599,,,148.3,,,39919.53,,,,,1.09,1.17,98.9375,111.5,111.5625,122.375,149,178.5625,0.447048856,0.428023033,0.384532529,0.552951144,0.571976967,0.615467471,398.5958005,3022.522816,1753.239019,9282.875788,1267.733177,8677.450267,,,,,,,,13701151345
175,Ljubljana,2017,2014,2733850,,"(46.056947, 14.505751)",Slovenia,288307,2016,275,,,,,105.87,2.5,26.08,,1.68,1.78,55.1875,56,59.4375,85,87.125,91.1875,0.393669193,0.391266376,0.394605809,0.606330807,0.608733624,0.605394191,617.3071159,2849.2765,302.1220274,2873.876929,366.0376313,3176.016243,0,1,0,0.014619422,0.017327694,0.017327694,1048.389091,21448690000
176,"London, ON",2016,2014,3070000,,"(42.9837, -81.2497)",Canada,375000,2014,421,,251,7.9,,,2.9,21.1,2011,1.16,1.17,72.75,77.75,90.4375,136.25,147.75,171.5,0.348086124,0.344789357,0.34526366,0.651913876,0.655210643,0.65473634,859.6580303,1593.29788,319.6826952,2166.916426,152.6169734,2209.24453,77960000000,1.515E+11,0.51,0.046860437,0.101727514,0.073493605,890.736342,11167512690
177,Los Altos Hills,2016,2015,57243,,"(37.3797, -122.1375)",USA,8334,2013,21.8,,89,14.3,,,2.71,23.9,(2011-2015) ,0.97,0.86,,,,,,,,,,,,,,,,,,,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,382.293578,
178,Los Angeles,2016,2013,29024807,,"(34.0522342, -118.2436849)",USA,3928864,2014,1215,,95,18,,163.4730488,2.98,28.6,2013,0.97,0.86,1143.5625,1170.375,1174.375,5518.3125,5721.5,5965.8125,0.171657754,0.169819534,0.164473972,0.828342246,0.830180466,0.835526028,190.0835289,2395.28806,155.4705363,2419.340686,112.3860051,2557.086389,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,3233.632922,8.60452E+11
179,Luoyang,2016,2010,,0.877344,"(34.6697222222, 112.44222222200001)",China,1926079,,810.4,193.6,,,31587.96,,,,,1.09,1.17,145.1875,174.5,227.625,150.8125,182.875,233.3125,0.490498311,0.488282616,0.493830508,0.509501689,0.511717384,0.506169492,2766.962467,11750.89207,2793.228483,10743.98744,1706.44217,9358.510963,,,,,,,2376.701629,10921539707
180,Lyon,2016,2010,,,"(45.7454, 4.84195)",France,1324637,2012,954.19,,,,,135.85,1.99,,,1.63,1.79,246.1875,257.8125,262.4375,469.5625,495.4375,519.625,0.343957387,0.342266844,0.335571006,0.656042613,0.657733156,0.664428994,1008.511545,3549.283711,169.2726538,2742.387768,175.6546189,2857.741369,,,,,,,1388.231903,87804330000
181,Madrid,2016,2013,10257048,,"(40.1076253, -3.3875673)",Spain,3156572,2015,604,,655,15,,74.78810572,2.7,31.21,2011,1.55,1.63,415.6875,409.875,402.375,623.9375,779.4375,904.75,0.399843694,0.344631878,0.307832074,0.600156306,0.655368122,0.692167926,960.5900246,8374.764054,535.5266671,6060.835153,514.7640296,6263.730538,0,1,0,0.01302459,0.014090608,0.014090608,5226.112583,2.62335E+11
182,Magdeburg,2016,2012,1400000,,"(52.08889, 11.586164)",Germany,238000,2015,201.8,,56,9.7,,,1.8,23.6,2012,1.58,1.8,30.125,37.0625,38,79.3125,86.8125,92.6875,0.275271274,0.299192735,0.290769967,0.724728726,0.700807265,0.709230033,336.9534614,3454.81843,288.4535761,2644.402271,235.5890484,2555.810865,8810000000,22220000000,0.4,0.00797275,0.011107729,0.009864742,1179.38553,
183,Makati,2016,2011,1660370,,"(14.559004, 121.081632)",Philippines,529039,2010,27.4,,,,,,,,,0.82,1.05,,,,,,,,,,,,,,,,,,,0,1,0,0.007693556,0.008402161,0.008402161,19307.9927,
184,Malang,2016,2017,,,"(-7.969633999999999, 112.633156)",Indonesia,881794,2016,145.28,,,,,,,,,0.8,0.93,540.9375,629.0625,683.4375,223.0625,315.5,368.375,0.708033377,0.665982929,0.649771228,0.291966623,0.334017071,0.350228772,5354.238357,32572.77704,1070.029597,8209.172813,962.179234,7690.117965,,,,,,,6069.617291,60147601659
185,Manchester,2016,2013,14889318,,"(53.4575955, -2.1578377)",United Kingdom,2762000,2014,1277,,250,9.5,,89.65282455,2.24,42.9,2008,1.99,1.92,513.75,556.4375,619.875,1155.6875,1191.5625,1248.3125,0.307738385,0.318328089,0.33180556,0.692261615,0.681671911,0.66819444,336.6998778,4293.233842,465.2708624,3489.284217,387.7604146,3605.301738,10550000000,40990000000,0.26,0.018136258,0.026046307,0.02401042,2162.881754,92260000000
186,Melbourne,2016,2015,4372420,,"(-37.814107, 144.96328)",Australia,137889,2016,38,,31,15,,123.3448917,2.7,37.32,2014-2017,1.28,1.23,568.375,573.9375,547.3125,1625.25,1686.625,1804.1875,0.259103083,0.253891454,0.232750372,0.740896917,0.746108546,0.767249628,197.6892468,2117.261055,147.0293997,1779.151563,92.16902972,2118.044967,31610000000,62640000000,0.5,0.027793371,0.039682077,0.033682684,3628.657895,1.78392E+11
187,Mexico City,2016,2014,23655110.96,,"(19.4326077, -99.133208)",Mexico,8874724,2014,1485,,2240,16,,40.00532815,3.9,75,,1.02,1.03,958.25,1025.125,1061.75,1718.0625,1885.1875,2049.4375,0.358048621,0.352238806,0.341268406,0.641951379,0.647761194,0.658731594,1091.618954,8798.776293,1090.283539,10582.0359,1070.600927,10818.9758,2973000000,7800000000,0.38,0.007881899,0.023195197,0.017358475,5976.245118,4.03561E+11
188,Milano,2016,2013,5976779,,"(45.802578, 9.086356)",Italy,1350680,2014,182,,122,15.5,,108.3566932,1.95,26.7,2009,2.01,2.14,650.5,668.4375,675.3125,1338.0625,1395.5625,1478.625,0.327120722,0.323855378,0.31352465,0.672879278,0.676144622,0.68647535,831.3787684,9446.754296,299.8982772,3373.213272,307.9618151,3413.239571,68000000,7800000000,0.01,0.011383131,0.015145862,0.015113059,7421.318681,3.12108E+11
189,Minneapolis,2016,2014,4794708,,"(44.983334, -93.26667)",USA,407207,2014,139.8,,264,7.9,,157.3622366,2.53,22.7,(2011-2015) ,0.97,0.86,587.9375,582.375,577.875,1302.9375,1436.3125,1531,0.310934091,0.288491904,0.274020509,0.689065909,0.711508096,0.725979491,242.9631513,1236.253176,321.6612209,1367.297194,290.5550841,1409.133851,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,2912.782546,2.11398E+11
190,Moita,2016,2013,96508,,"(41.30284, -8.65731)",Portugal,66029,2011,55,,10,17.5,,,,36.86701309,2011,1.64,1.89,,,,,,,,,,,,,,,,,,,0,1,0,0.031127579,0.036136885,0.036136885,1200.527273,
191,Montreal,2016,2009,13722942,,"(45.5086699, -73.5539925)",Canada,1886481,2011,500,,17,6.8,,,2.8,29.7,2011,1.16,1.17,321.75,326,321.3125,892.5625,968.3125,1052.5625,0.264964743,0.251871167,0.233873169,0.735035257,0.748128833,0.766126831,433.4941756,2060.953375,390.1267831,3098.026791,258.0064151,3271.44412,77960000000,1.515E+11,0.51,0.046860437,0.101727514,0.073493605,3772.962,1.55905E+11
192,Msunduzi,2016,2015,,,"(-29.6179, 30.3825)",South Africa,618536,2011,634,,,,,52,4.58,,,1.17,1.19,86.5625,105.375,119.75,79.375,104.375,111.0625,0.52165725,0.50238379,0.518819388,0.47834275,0.49761621,0.481180612,458.0326594,7490.967347,1136.964414,3477.650417,1065.242914,3887.377298,,,,,,,975.6088328,1.78449E+11
193,Mudanjiang,2016,2010,,0.462093915,"(44.55, 129.633333333)",China,965154,,2495,74.3,,,32498.01,,,,,1.09,1.17,53.3125,56.6875,60,93.4375,97.625,103.5,0.363287905,0.367355205,0.366972477,0.636712095,0.632644795,0.633027523,802.2269803,7039.664096,906.0392403,7747.269849,750.7261312,7651.122121,,,,,,,386.8352705,3541175853
194,Naga,2016,2014,,,"(13.62178, 123.194824)",Philippines,196003,2015,101.97,,,,,,,,,0.82,1.05,80.625,86.625,91.8125,21.25,28.1875,41.875,0.791411043,0.754491018,0.686769518,0.208588957,0.245508982,0.313230482,824.9550433,6638.846622,1243.037506,4418.570513,1614.635716,5211.183283,,,,,,,1922.163381,
195,Nagoya,2016,2013,13420000,,"(35.181446, 136.906398)",Japan,2274511,2015,326,,18.3,16.1,,,2.17,30.7,,1.1,1.38,1077.125,1072.1875,1055.8125,2928.5625,3064.0625,3141.5625,0.268898909,0.259217286,0.251541142,0.731101091,0.740782714,0.748458858,436.0357374,5656.18319,293.4693245,2896.748535,279.8730415,2937.922591,0,1,0,0.002518209,0.002887223,0.002887223,6977.027607,3.63751E+11
196,Nagpur,2016,2007,,,"(21.15, 79.09)",India,2405421,2011,227.36,,,,,,,,,0.91,1.1,148.875,172.875,215.5,187.4375,219,244.3125,0.442668649,0.441148325,0.468669295,0.557331351,0.558851675,0.531330705,2529.738162,24019.51533,1285.394987,12224.74418,1128.545168,12722.50804,,,,,,,10579.78976,4719820246
197,Nanchang,2016,2010,,0.75,"(28.6833333333, 115.883333333)",China,4839600,,7372,300.9,,,38344.43,42.58607131,3.61,,,1.09,1.17,298.375,353.8125,406.4375,208,267.375,400.875,0.589237225,0.569574404,0.503445072,0.410762775,0.430425596,0.496554928,1830.33476,14281.18469,1164.233648,10070.53808,983.7718994,8499.94421,,,,,,,656.4839935,22571082713
198,Nancy,2016,2016,2150000,,"(48.692054, 6.184417)",France,265000,2014,142.3,,212,10.5,,,1.9,24,2013,1.63,1.79,26.25,27.6875,27.5625,69.6875,72.5625,76.75,0.273615635,0.276184539,0.264230078,0.726384365,0.723815461,0.735769922,265.3423713,5035.912195,286.996393,3616.655417,240.4426133,3336.166031,770000000,1566000000,0.49,0.008628779,0.032012112,0.02051456,1862.262825,
199,"Nanjing, Jiangsu",2016,2010,,1.55322211,"(32.05, 118.76666666700001)",China,6072300,2017,6598,736.6,,,49704.21,69.22249584,3.61,,,1.09,1.17,529.3125,645.5,702,412.25,538.75,824.9375,0.562163956,0.54507072,0.459743768,0.437836044,0.45492928,0.540256232,2048.530083,12260.37835,998.419078,8411.184299,824.6711295,8443.718878,,,,,,,920.3243407,67898024152
200,Nanning,2016,2010,,1.017325129,"(22.8166666667, 108.316666667)",China,6718900,,,262.3,,,39013.88,23.27200848,3.67,,,1.09,1.17,110.125,122.375,142.625,128.8125,164.125,185.75,0.460894585,0.427137871,0.434335744,0.539105415,0.572862129,0.565664256,1421.207543,17180.33249,1026.845308,13356.53813,921.2149044,13338.95189,,,,,,,,19608138670
201,Nantes,2016,2003,,,"(47.2181, -1.5528)",France,602923,2012,537.7,,,,,,2.17,,,1.63,1.79,137.75,144.6875,144.6875,173,193,216.1875,0.443282381,0.428465667,0.400935227,0.556717619,0.571534333,0.599064773,1205.185938,5561.332989,245.9498215,2774.513274,232.7220066,2636.175201,,,,,,,1121.299981,32014000000
202,Nashville and Davidson,2017,2014,12481363,,"(36.1627, -86.7816)",USA,678889,2015,1367,,182,15.1,,,2.4,24.1,2015,0.97,0.86,303,307.3125,302,433.875,501.9375,568.75,0.411195929,0.379749768,0.346827448,0.588804071,0.620250232,0.653172552,386.5888407,1328.764633,239.4444422,991.9811894,208.3368549,1093.061393,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,496.6269203,94968000000
203,Nelson Mandela,2016,2012,,,"(-33.0, 25.0)",South Africa,1152115,2011,1959,,,,,30,3.79,,,1.17,1.19,128.1875,130.625,130.75,269,280.125,312.25,0.322738002,0.318015825,0.295146727,0.677261998,0.681984175,0.704853273,565.3385812,5964.46942,248.5275984,2843.103888,109.1556263,3139.370185,,,,,,,588.1138336,2741693322
204,New Orleans,2016,2014,4558575,,"(29.9511, -90.0715)",USA,389617,2015,468,,-1,20.9,,,2.38,23.4,(2011-2015) ,0.97,0.86,136.0625,144.75,150.8125,483.625,503.1875,530.375,0.219566314,0.223401177,0.221396458,0.780433686,0.776598823,0.778603542,294.4676153,917.3649042,122.5183761,1992.148757,45.8426683,1393.342718,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,832.5149573,74225000000
205,New Taipei,2016,2014,17233924,,"(25.0111, 121.4458)",Taiwan,3966818,2014,2053,,10,21,,,2.7,,,0.98,0.98,465.625,465.8125,474.625,782.0625,782.0625,792.125,0.373190402,0.373284584,0.374679297,0.626809598,0.626715416,0.625320703,282.6485074,3155.989947,872.7994261,10144.98995,1038.230764,11398.15157,0,1,0,0.012921381,0.014924653,0.014924653,1932.205553,5.30043E+11
206,New York City,2017,2015,53306007,,"(40.7127837, -74.0059413)",USA,8537673,2016,784,,10,13,,128.0665693,2.67,34.9,2013,0.97,0.86,3405.5,3493.0625,3288.0625,7074.8125,7737.875,8621.4375,0.324942601,0.311021453,0.276087367,0.675057399,0.688978547,0.723912633,216.3317683,2534.867113,309.1986755,2672.745959,241.8214559,2515.710446,42870000000,7.662E+11,0.06,0.017698982,0.036729479,0.035664695,10889.88903,1.40346E+12
